target_num,target_is_prime,target_str_full,target_factor_list,pred_str_full,pred_str,beam_idx,log_prob,n_target_factors,n_target_zeros,n_target_ones,pct_target_ones,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred,seq_dist_binary,seq_dist_lev
68,False,10x10x10001.____________________________________________________________,"[2, 2, 17]",10x10001001.____________________________________________________________,10x10001001,0,-1.990227460861206,3,5,4,0.4444444444444444,"[2, 137]",2,274,False,False,2.0,1.0,0.04166666666666663,3
68,False,10x10x10001.____________________________________________________________,"[2, 2, 17]",10x11x11x11x111.________________________________________________________,10x11x11x11x111,1,-5.144742012023926,3,5,4,0.4444444444444444,"[2, 3, 3, 3, 7]",5,378,False,False,5.0,1.0,0.125,9
70,False,10x101x111._____________________________________________________________,"[2, 5, 7]",10x1000111._____________________________________________________________,10x1000111,0,-2.0577030181884766,3,2,6,0.75,"[2, 71]",2,142,False,False,2.0,1.0,0.02777777777777779,2
70,False,10x101x111._____________________________________________________________,"[2, 5, 7]",10x10001111.____________________________________________________________,10x10001111,1,-2.53163743019104,3,2,6,0.75,"[2, 143]",2,286,False,False,1.0,0.5,0.05555555555555558,4
72,False,10x10x10x11x11._________________________________________________________,"[2, 2, 2, 3, 3]",10x10010001.____________________________________________________________,10x10010001,0,-2.504885196685791,5,3,7,0.7,"[2, 145]",2,290,False,False,1.0,0.5,0.09722222222222221,7
72,False,10x10x10x11x11._________________________________________________________,"[2, 2, 2, 3, 3]",10x11x11x11x111.________________________________________________________,10x11x11x11x111,1,-5.023300647735596,5,3,7,0.7,"[2, 3, 3, 3, 7]",5,378,False,False,5.0,1.0,0.05555555555555558,4
74,False,10x100101.______________________________________________________________,"[2, 37]",10x1001011._____________________________________________________________,10x1001011,0,-1.6562883853912354,2,4,4,0.5,"[2, 75]",2,150,False,False,1.0,0.5,0.02777777777777779,2
74,False,10x100101.______________________________________________________________,"[2, 37]",10x11x11x100011.________________________________________________________,10x11x11x100011,1,-4.528198719024658,2,4,4,0.5,"[2, 3, 3, 35]",4,630,False,False,3.0,0.75,0.1527777777777778,11
91,False,111x1101._______________________________________________________________,"[7, 13]",10110111._______________________________________________________________,10110111,0,-1.5198713541030884,2,1,6,0.8571428571428571,[183],1,183,False,False,0.0,0.0,0.05555555555555558,3
91,False,111x1101._______________________________________________________________,"[7, 13]",11x11x11x1011.__________________________________________________________,11x11x11x1011,1,-4.696637153625488,2,1,6,0.8571428571428571,"[3, 3, 3, 11]",4,297,False,False,4.0,1.0,0.13888888888888884,9
100,False,10x10x101x101.__________________________________________________________,"[2, 2, 5, 5]",10x11001001.____________________________________________________________,10x11001001,0,-1.8942813873291016,4,4,6,0.6,"[2, 201]",2,402,False,False,1.0,0.5,0.125,7
100,False,10x10x101x101.__________________________________________________________,"[2, 2, 5, 5]",10x11x100001.___________________________________________________________,10x11x100001,1,-2.7666282653808594,4,4,6,0.6,"[2, 3, 33]",3,198,False,False,2.0,0.6666666666666666,0.09722222222222221,5
105,False,11x101x111._____________________________________________________________,"[3, 5, 7]",11010001._______________________________________________________________,11010001,0,-1.3230003118515015,3,1,7,0.875,[209],1,209,False,False,0.0,0.0,0.08333333333333337,6
105,False,11x101x111._____________________________________________________________,"[3, 5, 7]",11x1000101._____________________________________________________________,11x1000101,1,-2.670529365539551,3,1,7,0.875,"[3, 69]",2,207,False,False,1.0,0.5,0.04166666666666663,3
111,False,11x100101.______________________________________________________________,"[3, 37]",11011111._______________________________________________________________,11011111,0,-1.9116384983062744,2,3,5,0.625,[223],1,223,False,False,1.0,1.0,0.08333333333333337,5
111,False,11x100101.______________________________________________________________,"[3, 37]",110111111.______________________________________________________________,110111111,1,-2.4373133182525635,2,3,5,0.625,[447],1,447,False,False,0.0,0.0,0.05555555555555558,4
113,True,1110001.________________________________________________________________,[113],1110001.________________________________________________________________,1110001,0,-1.4620002508163452,1,3,4,0.5714285714285714,[113],1,113,True,True,1.0,1.0,0.0,0
113,True,1110001.________________________________________________________________,[113],11x100101.______________________________________________________________,11x100101,1,-2.678910493850708,1,3,4,0.5714285714285714,"[3, 37]",2,111,False,False,2.0,1.0,0.06944444444444442,4
116,False,10x10x11101.____________________________________________________________,"[2, 2, 29]",10x11101._______________________________________________________________,10x11101,0,-2.37846302986145,3,3,6,0.6666666666666666,"[2, 29]",2,58,False,False,2.0,1.0,0.09722222222222221,6
116,False,10x10x11101.____________________________________________________________,"[2, 2, 29]",10x10x11101.____________________________________________________________,10x10x11101,1,-2.708855152130127,3,3,6,0.6666666666666666,"[2, 2, 29]",3,116,True,True,3.0,1.0,0.0,0
118,False,10x111011.______________________________________________________________,"[2, 59]",10x1110111._____________________________________________________________,10x1110111,0,-1.4650171995162964,2,2,6,0.75,"[2, 119]",2,238,False,False,1.0,0.5,0.02777777777777779,2
118,False,10x111011.______________________________________________________________,"[2, 59]",10x11x100111.___________________________________________________________,10x11x100111,1,-3.140681743621826,2,2,6,0.75,"[2, 3, 39]",3,234,False,False,2.0,0.6666666666666666,0.11111111111111116,6
120,False,10x10x10x11x101.________________________________________________________,"[2, 2, 2, 3, 5]",10x10x1111._____________________________________________________________,10x10x1111,0,-2.923811912536621,5,4,7,0.6363636363636364,"[2, 2, 15]",3,60,False,False,2.0,0.6666666666666666,0.11111111111111116,8
120,False,10x10x10x11x101.________________________________________________________,"[2, 2, 2, 3, 5]",10x10x11x11x11x11.______________________________________________________,10x10x11x11x11x11,1,-4.762143611907959,5,4,7,0.6363636363636364,"[2, 2, 3, 3, 3, 3]",6,324,False,False,6.0,1.0,0.08333333333333337,6
124,False,10x10x11111.____________________________________________________________,"[2, 2, 31]",10x10x1111._____________________________________________________________,10x10x1111,0,-2.0071206092834473,3,2,7,0.7777777777777778,"[2, 2, 15]",3,60,False,False,2.0,0.6666666666666666,0.02777777777777779,2
124,False,10x10x11111.____________________________________________________________,"[2, 2, 31]",10x10x10x11x11x11x11.___________________________________________________,10x10x10x11x11x11x11,1,-5.349853515625,3,2,7,0.7777777777777778,"[2, 2, 2, 3, 3, 3, 3]",7,648,False,False,7.0,1.0,0.16666666666666663,12
142,False,10x1000111._____________________________________________________________,"[2, 71]",10x10001111.____________________________________________________________,10x10001111,0,-1.6176875829696655,2,4,5,0.5555555555555556,"[2, 143]",2,286,False,False,1.0,0.5,0.02777777777777779,2
142,False,10x1000111._____________________________________________________________,"[2, 71]",10x11x11x1111.__________________________________________________________,10x11x11x1111,1,-4.6365766525268555,2,4,5,0.5555555555555556,"[2, 3, 3, 15]",4,270,False,False,3.0,0.75,0.11111111111111116,8
145,False,101x11101.______________________________________________________________,"[5, 29]",100100011.______________________________________________________________,100100011,0,-1.7688080072402954,2,2,6,0.75,[291],1,291,False,False,0.0,0.0,0.08333333333333337,5
145,False,101x11101.______________________________________________________________,"[5, 29]",11x11x100001.___________________________________________________________,11x11x100001,1,-4.646636962890625,2,2,6,0.75,"[3, 3, 33]",3,297,False,False,2.0,0.6666666666666666,0.125,7
146,False,10x1001001._____________________________________________________________,"[2, 73]",10x1001001._____________________________________________________________,10x1001001,0,-1.5448757410049438,2,5,4,0.4444444444444444,"[2, 73]",2,146,True,True,2.0,1.0,0.0,0
146,False,10x1001001._____________________________________________________________,"[2, 73]",10x11x11x10001._________________________________________________________,10x11x11x10001,1,-4.355721950531006,2,5,4,0.4444444444444444,"[2, 3, 3, 17]",4,306,False,False,4.0,1.0,0.125,9
149,True,10010101._______________________________________________________________,[149],100101011.______________________________________________________________,100101011,0,-2.1292011737823486,1,4,4,0.5,[299],1,299,False,False,0.0,0.0,0.02777777777777779,2
149,True,10010101._______________________________________________________________,[149],10010101._______________________________________________________________,10010101,1,-2.4764456748962402,1,4,4,0.5,[149],1,149,True,True,1.0,1.0,0.0,0
151,True,10010111._______________________________________________________________,[151],100101111.______________________________________________________________,100101111,0,-1.7689735889434814,1,3,5,0.625,[303],1,303,False,False,0.0,0.0,0.02777777777777779,2
151,True,10010111._______________________________________________________________,[151],11x11x100011.___________________________________________________________,11x11x100011,1,-3.849611759185791,1,3,5,0.625,"[3, 3, 35]",3,315,False,False,2.0,0.6666666666666666,0.13888888888888884,10
153,False,11x11x10001.____________________________________________________________,"[3, 3, 17]",10011001._______________________________________________________________,10011001,0,-1.6470903158187866,3,3,6,0.6666666666666666,[153],1,153,True,False,0.0,0.0,0.125,8
153,False,11x11x10001.____________________________________________________________,"[3, 3, 17]",11x11x100011.___________________________________________________________,11x11x100011,1,-3.9491171836853027,3,3,6,0.6666666666666666,"[3, 3, 35]",3,315,False,False,2.0,0.6666666666666666,0.02777777777777779,2
157,True,10011101._______________________________________________________________,[157],10011101._______________________________________________________________,10011101,0,-1.6130012273788452,1,3,5,0.625,[157],1,157,True,True,1.0,1.0,0.0,0
157,True,10011101._______________________________________________________________,[157],11x11x100111.___________________________________________________________,11x11x100111,1,-4.0449299812316895,1,3,5,0.625,"[3, 3, 39]",3,351,False,False,2.0,0.6666666666666666,0.13888888888888884,9
158,False,10x1001111._____________________________________________________________,"[2, 79]",10x10011111.____________________________________________________________,10x10011111,0,-1.7713003158569336,2,3,6,0.6666666666666666,"[2, 159]",2,318,False,False,1.0,0.5,0.02777777777777779,2
158,False,10x1001111._____________________________________________________________,"[2, 79]",10x11x11x10011._________________________________________________________,10x11x11x10011,1,-4.162593841552734,2,3,6,0.6666666666666666,"[2, 3, 3, 19]",4,342,False,False,4.0,1.0,0.11111111111111116,8
165,False,11x101x1011.____________________________________________________________,"[3, 5, 11]",10100101._______________________________________________________________,10100101,0,-1.6915147304534912,3,2,7,0.7777777777777778,[165],1,165,True,False,0.0,0.0,0.11111111111111116,8
165,False,11x101x1011.____________________________________________________________,"[3, 5, 11]",11x11x11x1011.__________________________________________________________,11x11x11x1011,1,-5.3272480964660645,3,2,7,0.7777777777777778,"[3, 3, 3, 11]",4,297,False,False,4.0,1.0,0.11111111111111116,5
166,False,10x1010011._____________________________________________________________,"[2, 83]",10x10100111.____________________________________________________________,10x10100111,0,-1.7134989500045776,2,4,5,0.5555555555555556,"[2, 167]",2,334,False,False,2.0,1.0,0.02777777777777779,2
166,False,10x1010011._____________________________________________________________,"[2, 83]",10x11x11x11x111.________________________________________________________,10x11x11x11x111,1,-5.336932182312012,2,4,5,0.5555555555555556,"[2, 3, 3, 3, 7]",5,378,False,False,5.0,1.0,0.1527777777777778,10
167,True,10100111._______________________________________________________________,[167],101001111.______________________________________________________________,101001111,0,-1.7481780052185059,1,3,5,0.625,[335],1,335,False,False,0.0,0.0,0.02777777777777779,2
167,True,10100111._______________________________________________________________,[167],11x11x11x1011.__________________________________________________________,11x11x11x1011,1,-4.952207088470459,1,3,5,0.625,"[3, 3, 3, 11]",4,297,False,False,4.0,1.0,0.1527777777777778,10
179,True,10110011._______________________________________________________________,[179],10110011._______________________________________________________________,10110011,0,-1.6529196500778198,1,3,5,0.625,[179],1,179,True,True,1.0,1.0,0.0,0
179,True,10110011._______________________________________________________________,[179],11x11x11x1011.__________________________________________________________,11x11x11x1011,1,-5.138612270355225,1,3,5,0.625,"[3, 3, 3, 11]",4,297,False,False,4.0,1.0,0.13888888888888884,10
186,False,10x11x11111.____________________________________________________________,"[2, 3, 31]",10x1011101._____________________________________________________________,10x1011101,0,-1.8576209545135498,3,1,8,0.8888888888888888,"[2, 93]",2,186,True,False,1.0,0.5,0.06944444444444442,4
186,False,10x11x11111.____________________________________________________________,"[2, 3, 31]",10x11x11x11x1011._______________________________________________________,10x11x11x11x1011,1,-5.063958644866943,3,1,8,0.8888888888888888,"[2, 3, 3, 3, 11]",5,594,False,False,5.0,1.0,0.09722222222222221,7
195,False,11x101x1101.____________________________________________________________,"[3, 5, 13]",11000011._______________________________________________________________,11000011,0,-1.9064714908599854,3,2,7,0.7777777777777778,[195],1,195,True,False,0.0,0.0,0.11111111111111116,8
195,False,11x101x1101.____________________________________________________________,"[3, 5, 13]",11x1000001._____________________________________________________________,11x1000001,1,-2.795440912246704,3,2,7,0.7777777777777778,"[3, 65]",2,195,True,False,1.0,0.5,0.09722222222222221,5
211,True,11010011._______________________________________________________________,[211],11010011._______________________________________________________________,11010011,0,-1.4141654968261719,1,3,5,0.625,[211],1,211,True,True,1.0,1.0,0.0,0
211,True,11010011._______________________________________________________________,[211],11x1000111._____________________________________________________________,11x1000111,1,-3.189234495162964,1,3,5,0.625,"[3, 71]",2,213,False,False,2.0,1.0,0.06944444444444442,5
212,False,10x10x110101.___________________________________________________________,"[2, 2, 53]",10x10x110101.___________________________________________________________,10x10x110101,0,-1.9094853401184082,3,4,6,0.6,"[2, 2, 53]",3,212,True,True,3.0,1.0,0.0,0
212,False,10x10x110101.___________________________________________________________,"[2, 2, 53]",10x10x10x11x10011.______________________________________________________,10x10x10x11x10011,1,-4.947760581970215,3,4,6,0.6,"[2, 2, 2, 3, 19]",5,456,False,False,5.0,1.0,0.13888888888888884,10
221,False,1101x10001._____________________________________________________________,"[13, 17]",11011101._______________________________________________________________,11011101,0,-1.364241123199463,2,4,5,0.5555555555555556,[221],1,221,True,False,0.0,0.0,0.06944444444444442,5
221,False,1101x10001._____________________________________________________________,"[13, 17]",11x1001001._____________________________________________________________,11x1001001,1,-2.732283115386963,2,4,5,0.5555555555555556,"[3, 73]",2,219,False,False,2.0,1.0,0.05555555555555558,4
223,True,11011111._______________________________________________________________,[223],11x10010101.____________________________________________________________,11x10010101,0,-2.63665771484375,1,1,7,0.875,"[3, 149]",2,447,False,False,2.0,1.0,0.11111111111111116,8
223,True,11011111._______________________________________________________________,[223],110111111111111111111111111111111111111111111111111111111111111111111111,110111111111111111111111111111111111111111111111111111111111111111111111,1,-8.127616882324219,1,1,7,0.875,[4132070672510939561983],1,4132070672510939561983,False,False,0.0,0.0,0.8888888888888888,64
227,True,11100011._______________________________________________________________,[227],11100011._______________________________________________________________,11100011,0,-1.8342574834823608,1,3,5,0.625,[227],1,227,True,True,1.0,1.0,0.0,0
227,True,11100011._______________________________________________________________,[227],11x1001011._____________________________________________________________,11x1001011,1,-2.5516388416290283,1,3,5,0.625,"[3, 75]",2,225,False,False,1.0,0.5,0.08333333333333337,4
230,False,10x101x10111.___________________________________________________________,"[2, 5, 23]",10x1110011._____________________________________________________________,10x1110011,0,-1.4826600551605225,3,3,7,0.7,"[2, 115]",2,230,True,False,1.0,0.5,0.09722222222222221,5
230,False,10x101x10111.___________________________________________________________,"[2, 5, 23]",10x11x10011.____________________________________________________________,10x11x10011,1,-3.019789934158325,3,3,7,0.7,"[2, 3, 19]",3,114,False,False,3.0,1.0,0.08333333333333337,3
242,False,10x1011x1011.___________________________________________________________,"[2, 11, 11]",10x1111001._____________________________________________________________,10x1111001,0,-1.4293690919876099,3,3,7,0.7,"[2, 121]",2,242,True,False,1.0,0.5,0.09722222222222221,5
242,False,10x1011x1011.___________________________________________________________,"[2, 11, 11]",10x11x11x11x111.________________________________________________________,10x11x11x11x111,1,-4.343715190887451,3,3,7,0.7,"[2, 3, 3, 3, 7]",5,378,False,False,5.0,1.0,0.13888888888888884,8
253,False,1011x10111._____________________________________________________________,"[11, 23]",111111._________________________________________________________________,111111,0,-1.3629481792449951,2,2,7,0.7777777777777778,[63],1,63,False,False,0.0,0.0,0.09722222222222221,7
253,False,1011x10111._____________________________________________________________,"[11, 23]",11x11x11x11x111.________________________________________________________,11x11x11x11x111,1,-5.458412170410156,2,2,7,0.7777777777777778,"[3, 3, 3, 3, 7]",5,567,False,False,5.0,1.0,0.16666666666666663,10
256,False,10x10x10x10x10x10x10x10.________________________________________________,"[2, 2, 2, 2, 2, 2, 2, 2]",10x100000001.___________________________________________________________,10x100000001,0,-2.5314533710479736,8,8,8,0.5,"[2, 257]",2,514,False,False,2.0,1.0,0.23611111111111116,17
256,False,10x10x10x10x10x10x10x10.________________________________________________,"[2, 2, 2, 2, 2, 2, 2, 2]",10x10000000.____________________________________________________________,10x10000000,1,-2.6368069648742676,8,8,8,0.5,"[2, 128]",2,256,True,False,1.0,0.5,0.23611111111111116,17
260,False,10x10x101x1101._________________________________________________________,"[2, 2, 5, 13]",10x10x1000001.__________________________________________________________,10x10x1000001,0,-2.1171016693115234,4,4,7,0.6363636363636364,"[2, 2, 65]",3,260,True,False,2.0,0.6666666666666666,0.09722222222222221,5
260,False,10x10x101x1101._________________________________________________________,"[2, 2, 5, 13]",10x10x10x100001.________________________________________________________,10x10x10x100001,1,-3.418858289718628,4,4,7,0.6363636363636364,"[2, 2, 2, 33]",4,264,False,False,3.0,0.75,0.09722222222222221,5
265,False,101x110101._____________________________________________________________,"[5, 53]",100001001.______________________________________________________________,100001001,0,-1.6666219234466553,2,3,6,0.6666666666666666,[265],1,265,True,False,0.0,0.0,0.09722222222222221,5
265,False,101x110101._____________________________________________________________,"[5, 53]",11x11x11101.____________________________________________________________,11x11x11101,1,-4.145508766174316,2,3,6,0.6666666666666666,"[3, 3, 29]",3,261,False,False,3.0,1.0,0.125,5
272,False,10x10x10x10x10001.______________________________________________________,"[2, 2, 2, 2, 17]",10x10x10001001._________________________________________________________,10x10x10001001,0,-2.4084370136260986,5,7,6,0.46153846153846156,"[2, 2, 137]",3,548,False,False,3.0,1.0,0.13888888888888884,7
272,False,10x10x10x10x10001.______________________________________________________,"[2, 2, 2, 2, 17]",10x10x10x10x101x111.____________________________________________________,10x10x10x10x101x111,1,-4.765220642089844,5,7,6,0.46153846153846156,"[2, 2, 2, 2, 5, 7]",6,560,False,False,6.0,1.0,0.06944444444444442,5
273,False,11x111x1101.____________________________________________________________,"[3, 7, 13]",100010001.______________________________________________________________,100010001,0,-1.5784125328063965,3,1,8,0.8888888888888888,[273],1,273,True,False,0.0,0.0,0.125,9
273,False,11x111x1101.____________________________________________________________,"[3, 7, 13]",11x11x11101.____________________________________________________________,11x11x11101,1,-4.3694891929626465,3,1,8,0.8888888888888888,"[3, 3, 29]",3,261,False,False,3.0,1.0,0.02777777777777779,2
275,False,101x101x1011.___________________________________________________________,"[5, 5, 11]",100010011.______________________________________________________________,100010011,0,-1.5646125078201294,3,3,7,0.7,[275],1,275,True,False,0.0,0.0,0.11111111111111116,8
275,False,101x101x1011.___________________________________________________________,"[5, 5, 11]",11x11x11101.____________________________________________________________,11x11x11101,1,-4.185534954071045,3,3,7,0.7,"[3, 3, 29]",3,261,False,False,3.0,1.0,0.09722222222222221,5
277,True,100010101.______________________________________________________________,[277],100010101.______________________________________________________________,100010101,0,-1.6104313135147095,1,5,4,0.4444444444444444,[277],1,277,True,True,1.0,1.0,0.0,0
277,True,100010101.______________________________________________________________,[277],11x11x111101.___________________________________________________________,11x11x111101,1,-4.1393280029296875,1,5,4,0.4444444444444444,"[3, 3, 61]",3,549,False,False,3.0,1.0,0.125,9
278,False,10x10001011.____________________________________________________________,"[2, 139]",10x10001011.____________________________________________________________,10x10001011,0,-1.7383865118026733,2,5,5,0.5,"[2, 139]",2,278,True,True,2.0,1.0,0.0,0
278,False,10x10001011.____________________________________________________________,"[2, 139]",10x11x1011101.__________________________________________________________,10x11x1011101,1,-3.0619959831237793,2,5,5,0.5,"[2, 3, 93]",3,558,False,False,2.0,0.6666666666666666,0.11111111111111116,7
281,True,100011001.______________________________________________________________,[281],100011001.______________________________________________________________,100011001,0,-1.5496824979782104,1,5,4,0.4444444444444444,[281],1,281,True,True,1.0,1.0,0.0,0
281,True,100011001.______________________________________________________________,[281],11x11x11111.____________________________________________________________,11x11x11111,1,-3.7768125534057617,1,5,4,0.4444444444444444,"[3, 3, 31]",3,279,False,False,3.0,1.0,0.125,9
283,True,100011011.______________________________________________________________,[283],100011011.______________________________________________________________,100011011,0,-1.5299618244171143,1,4,5,0.5555555555555556,[283],1,283,True,True,1.0,1.0,0.0,0
283,True,100011011.______________________________________________________________,[283],11x11x11111.____________________________________________________________,11x11x11111,1,-3.878498077392578,1,4,5,0.5555555555555556,"[3, 3, 31]",3,279,False,False,3.0,1.0,0.11111111111111116,8
288,False,10x10x10x10x10x11x11.___________________________________________________,"[2, 2, 2, 2, 2, 3, 3]",10x10x10x10x101x111.____________________________________________________,10x10x10x10x101x111,0,-4.107330799102783,7,5,9,0.6428571428571429,"[2, 2, 2, 2, 5, 7]",6,560,False,False,6.0,1.0,0.06944444444444442,4
288,False,10x10x10x10x10x11x11.___________________________________________________,"[2, 2, 2, 2, 2, 3, 3]",10x10x10x10x10x111._____________________________________________________,10x10x10x10x10x111,1,-4.458372116088867,7,5,9,0.6428571428571429,"[2, 2, 2, 2, 2, 7]",6,224,False,False,6.0,1.0,0.05555555555555558,4
294,False,10x11x111x111.__________________________________________________________,"[2, 3, 7, 7]",10x11x110001.___________________________________________________________,10x11x110001,0,-2.5180866718292236,4,1,9,0.9,"[2, 3, 49]",3,294,True,False,2.0,0.6666666666666666,0.06944444444444442,5
294,False,10x11x111x111.__________________________________________________________,"[2, 3, 7, 7]",10x11x11x1000001._______________________________________________________,10x11x11x1000001,1,-4.230807781219482,4,1,9,0.9,"[2, 3, 3, 65]",4,1170,False,False,3.0,0.75,0.125,8
299,False,1101x10111._____________________________________________________________,"[13, 23]",100101011.______________________________________________________________,100101011,0,-1.5888009071350098,2,2,7,0.7777777777777778,[299],1,299,True,False,0.0,0.0,0.05555555555555558,4
299,False,1101x10111._____________________________________________________________,"[13, 23]",11x11x100001.___________________________________________________________,11x11x100001,1,-3.4914534091949463,2,2,7,0.7777777777777778,"[3, 3, 33]",3,297,False,False,2.0,0.6666666666666666,0.13888888888888884,7
300,False,10x10x11x101x101._______________________________________________________,"[2, 2, 3, 5, 5]",10x10x1001011.__________________________________________________________,10x10x1001011,0,-1.7614754438400269,5,4,8,0.6666666666666666,"[2, 2, 75]",3,300,True,False,2.0,0.6666666666666666,0.09722222222222221,7
300,False,10x10x11x101x101._______________________________________________________,"[2, 2, 3, 5, 5]",10x10x10x10x100101._____________________________________________________,10x10x10x10x100101,1,-3.8736836910247803,5,4,8,0.6666666666666666,"[2, 2, 2, 2, 37]",5,592,False,False,5.0,1.0,0.09722222222222221,6
301,False,111x101011._____________________________________________________________,"[7, 43]",100101101.______________________________________________________________,100101101,0,-1.61937415599823,2,2,7,0.7777777777777778,[301],1,301,True,False,0.0,0.0,0.09722222222222221,6
301,False,111x101011._____________________________________________________________,"[7, 43]",11x11001001.____________________________________________________________,11x11001001,1,-2.3675506114959717,2,2,7,0.7777777777777778,"[3, 201]",2,603,False,False,1.0,0.5,0.11111111111111116,5
302,False,10x10010111.____________________________________________________________,"[2, 151]",10x11x1100101.__________________________________________________________,10x11x1100101,0,-2.4654922485351562,2,4,6,0.6,"[2, 3, 101]",3,606,False,False,3.0,1.0,0.11111111111111116,7
302,False,10x10010111.____________________________________________________________,"[2, 151]",10x11x11x1000011._______________________________________________________,10x11x11x1000011,1,-3.9739315509796143,2,4,6,0.6,"[2, 3, 3, 67]",4,1206,False,False,4.0,1.0,0.1527777777777778,11
320,False,10x10x10x10x10x10x101.__________________________________________________,"[2, 2, 2, 2, 2, 2, 5]",10x10x10100001._________________________________________________________,10x10x10100001,0,-2.2393877506256104,7,7,8,0.5333333333333333,"[2, 2, 161]",3,644,False,False,2.0,0.6666666666666666,0.18055555555555558,12
320,False,10x10x10x10x10x10x101.__________________________________________________,"[2, 2, 2, 2, 2, 2, 5]",10x10x10x10x10x10x111.__________________________________________________,10x10x10x10x10x10x111,1,-5.296065330505371,7,7,8,0.5333333333333333,"[2, 2, 2, 2, 2, 2, 7]",7,448,False,False,7.0,1.0,0.01388888888888884,1
